Date,Open,High,Low,Close,Adj Close,Volume
2023-02-17,10.580000,10.680000,10.170000,10.360000,10.360000,35737500
2023-02-21,10.140000,10.258000,9.790000,9.810000,9.810000,28713200
2023-02-22,9.860000,9.990000,9.750000,9.900000,9.900000,17750200
2023-02-23,10.050000,10.240000,9.881000,10.100000,10.100000,23914800
2023-02-24,9.850000,9.940000,9.680000,9.810000,9.810000,20102200
2023-02-27,10.080000,10.250000,9.820000,9.880000,9.880000,26116500
2023-02-28,9.970000,10.250000,9.930000,10.150000,10.150000,32572900
2023-03-01,10.150000,10.330000,10.029000,10.140000,10.140000,22501900
2023-03-02,9.900000,10.140000,9.881000,10.100000,10.100000,17552800
2023-03-03,10.190000,10.700000,10.170000,10.650000,10.650000,24543000
2023-03-06,10.870000,12.175000,10.830000,11.660000,11.660000,81524000
2023-03-07,11.710000,12.670000,11.690000,11.720000,11.720000,67925800
2023-03-08,11.280000,11.490000,10.980000,11.050000,11.050000,36499500
2023-03-09,11.080000,11.350000,10.580000,10.660000,10.660000,25967100
2023-03-10,10.650000,10.700000,10.220000,10.340000,10.340000,23701000
2023-03-13,10.190000,10.510000,9.950000,10.230000,10.230000,27246600
2023-03-14,10.550000,10.700000,10.190000,10.370000,10.370000,26552900
2023-03-15,10.130000,10.370000,9.860000,10.340000,10.340000,22619500
2023-03-16,10.750000,11.180000,10.380000,11.090000,11.090000,52433400
2023-03-17,10.870000,10.950000,10.400000,10.700000,10.700000,34496200
2023-03-20,10.750000,10.919000,10.470000,10.660000,10.660000,17665600
2023-03-21,10.750000,11.470000,10.730000,11.380000,11.380000,23426500
2023-03-22,11.350000,11.700000,11.020000,11.050000,11.050000,21179600
2023-03-23,11.560000,12.110000,11.160000,11.390000,11.390000,39608900
2023-03-24,11.450000,11.735000,11.320000,11.560000,11.560000,19197900
2023-03-27,11.650000,12.090000,11.560000,11.740000,11.740000,25453300
2023-03-28,11.610000,11.700000,10.880000,11.060000,11.060000,31806300
2023-03-29,11.180000,11.190000,10.640000,10.780000,10.780000,38808200
2023-03-30,10.850000,11.000000,10.670000,10.910000,10.910000,22164200
2023-03-31,10.920000,11.260000,10.805000,11.210000,11.210000,22284200
2023-04-03,11.070000,11.305000,10.980000,11.240000,11.240000,15085400
2023-04-04,11.340000,11.470000,10.880000,11.000000,11.000000,18604100
2023-04-05,10.850000,10.900000,10.330000,10.390000,10.390000,21294500
2023-04-06,10.350000,10.690000,10.230000,10.560000,10.560000,16512800
2023-04-10,10.360000,10.420000,10.160000,10.360000,10.360000,18457500
2023-04-11,10.400000,10.730000,10.390000,10.560000,10.560000,19691800
2023-04-12,10.690000,10.780000,10.360000,10.620000,10.620000,21840300
2023-04-13,10.790000,11.020000,10.710000,10.740000,10.740000,18569700
2023-04-14,10.670000,10.950000,10.550000,10.690000,10.690000,19894800
2023-04-17,10.600000,10.880000,10.570000,10.880000,10.880000,20609400
2023-04-18,11.150000,11.340000,11.010000,11.040000,11.040000,26453100
2023-04-19,10.850000,11.400000,10.850000,10.980000,10.980000,28011600
2023-04-20,10.800000,10.875000,10.120000,10.140000,10.140000,34102800
2023-04-21,10.200000,10.340000,9.980000,10.010000,10.010000,26418600
2023-04-24,10.020000,10.266000,9.920000,10.220000,10.220000,15394600
2023-04-25,10.190000,10.330000,10.125000,10.160000,10.160000,18736800
2023-04-26,10.400000,10.400000,9.810000,9.880000,9.880000,37987600
2023-04-27,10.140000,10.700000,9.870000,10.500000,10.500000,107216600
2023-04-28,8.620000,8.710000,8.410000,8.710000,8.710000,95969900
2023-05-01,8.780000,8.930000,8.530000,8.730000,8.730000,42409900
2023-05-02,8.580000,8.670000,8.270000,8.310000,8.310000,41246400
2023-05-03,8.280000,8.350000,8.020000,8.070000,8.070000,40353900
2023-05-04,8.040000,8.090000,7.860000,7.910000,7.910000,29079600
2023-05-05,8.030000,8.310000,7.900000,8.230000,8.230000,30260300
2023-05-08,8.310000,8.495000,8.190000,8.420000,8.420000,21828100
2023-05-09,8.260000,8.360000,8.150000,8.270000,8.270000,21062700
2023-05-10,8.490000,8.730000,8.420000,8.700000,8.700000,38351300
2023-05-11,8.670000,8.800000,8.560000,8.750000,8.750000,19587000
2023-05-12,8.750000,8.810000,8.450000,8.550000,8.550000,17620500
2023-05-15,8.490000,8.740000,8.435000,8.700000,8.700000,16590300
2023-05-16,8.590000,8.690000,8.395000,8.610000,8.610000,20332800
2023-05-17,8.730000,9.390000,8.700000,9.370000,9.370000,37859000
2023-05-18,9.210000,9.750000,9.200000,9.690000,9.690000,32407400
2023-05-19,9.580000,9.730000,9.480000,9.720000,9.720000,19524300
2023-05-22,9.730000,9.970000,9.665000,9.760000,9.760000,17640600
2023-05-23,9.680000,9.920000,9.620000,9.800000,9.800000,14442500
2023-05-24,9.680000,9.930000,9.610000,9.800000,9.800000,13300500
2023-05-25,9.920000,10.069000,9.770000,9.780000,9.780000,18991000
2023-05-26,9.870000,10.400000,9.840000,10.280000,10.280000,20363100
2023-05-30,10.390000,10.540000,10.130000,10.220000,10.220000,20578300
2023-05-31,10.050000,10.230000,9.830000,10.200000,10.200000,30412400
2023-06-01,10.060000,10.460000,10.010000,10.330000,10.330000,16856500
2023-06-02,10.470000,10.585000,10.290000,10.410000,10.410000,20820600
2023-06-05,10.320000,10.700000,10.300000,10.510000,10.510000,15119800
2023-06-06,10.430000,10.630000,10.340000,10.510000,10.510000,16523200
2023-06-07,10.560000,10.640000,10.090000,10.190000,10.190000,18951900
2023-06-08,10.190000,10.210000,10.020000,10.040000,10.040000,16868300
2023-06-09,10.150000,10.580000,10.020000,10.090000,10.090000,26612000
2023-06-12,10.210000,10.240000,10.020000,10.230000,10.230000,18620600
2023-06-13,10.390000,10.430000,10.140000,10.320000,10.320000,17588600
2023-06-14,10.300000,10.388000,10.070000,10.250000,10.250000,17098900
2023-06-15,9.980000,10.690000,9.960000,10.660000,10.660000,30121500
2023-06-16,10.760000,10.835000,10.420000,10.680000,10.680000,28843400
2023-06-20,10.580000,10.760000,10.380000,10.580000,10.580000,21910100
2023-06-21,10.550000,10.620000,10.145000,10.230000,10.230000,21488100
2023-06-22,10.170000,10.640000,10.160000,10.640000,10.640000,20672600
2023-06-23,10.400000,11.150000,10.386000,10.820000,10.820000,27743900
2023-06-26,10.730000,11.400000,10.700000,11.210000,11.210000,34008200
2023-06-27,11.360000,11.620000,11.120000,11.480000,11.480000,31107100
2023-06-28,11.560000,11.700000,11.415000,11.650000,11.650000,27255000
2023-06-29,11.950000,12.040000,11.580000,11.680000,11.680000,23006700
2023-06-30,11.780000,12.100000,11.750000,11.840000,11.840000,23678500
2023-07-03,11.900000,12.020000,11.840000,12.020000,12.020000,8882000
2023-07-05,11.910000,12.350000,11.880000,12.120000,12.120000,20616600
2023-07-06,11.970000,12.140000,11.760000,11.910000,11.910000,22876700
2023-07-07,11.910000,12.050000,11.640000,11.680000,11.680000,24260400
2023-07-10,11.770000,11.980000,11.655000,11.780000,11.780000,20146400
2023-07-11,11.940000,13.080000,11.910000,12.740000,12.740000,43989800
2023-07-12,13.060000,13.620000,12.945000,13.370000,13.370000,40584300
2023-07-13,13.580000,13.890000,13.500000,13.510000,13.510000,40065300
2023-07-14,13.490000,13.630000,13.000000,13.150000,13.150000,26977700
2023-07-17,13.140000,13.640000,12.970000,13.470000,13.470000,28982300
2023-07-18,13.490000,13.510000,12.870000,13.370000,13.370000,33108100
2023-07-19,13.430000,13.530000,13.080000,13.110000,13.110000,28630900
2023-07-20,12.940000,13.265000,12.830000,12.930000,12.930000,20442800
2023-07-21,13.060000,13.060000,12.675000,12.740000,12.740000,21381200
2023-07-24,12.860000,12.930000,12.545000,12.680000,12.680000,23715500
2023-07-25,12.520000,12.670000,12.350000,12.510000,12.510000,68993700
2023-07-26,10.360000,10.730000,9.990000,10.730000,10.730000,137880000
2023-07-27,10.900000,10.915000,10.181000,10.330000,10.330000,65311800
2023-07-28,10.300000,10.750000,10.290000,10.680000,10.680000,49135000
2023-07-31,10.660000,11.380000,10.660000,11.360000,11.360000,37947800
2023-08-01,11.260000,11.330000,11.040000,11.280000,11.280000,19576400
2023-08-02,10.990000,11.220000,10.880000,10.970000,10.970000,31209400
2023-08-03,10.900000,11.000000,10.690000,10.790000,10.790000,23726800
2023-08-04,10.930000,11.060000,10.720000,10.750000,10.750000,19965700
2023-08-07,10.760000,10.795000,10.500000,10.570000,10.570000,16688200
2023-08-08,10.410000,10.595000,10.185000,10.540000,10.540000,22353000
2023-08-09,10.540000,10.580000,10.390000,10.440000,10.440000,14402000
2023-08-10,10.600000,10.700000,10.210000,10.220000,10.220000,15646200
2023-08-11,10.100000,10.230000,10.020000,10.030000,10.030000,15993500
2023-08-14,9.990000,9.990000,9.810000,9.940000,9.940000,23922100
2023-08-15,9.860000,9.900000,9.500000,9.560000,9.560000,21223100
2023-08-16,9.510000,9.590000,9.150000,9.160000,9.160000,30289500
2023-08-17,9.170000,9.280000,9.030000,9.040000,9.040000,20527900
2023-08-18,8.910000,9.185000,8.860000,9.180000,9.180000,14764700
2023-08-21,9.240000,9.390000,9.140000,9.360000,9.360000,13634000
2023-08-22,9.410000,9.470000,9.190000,9.250000,9.250000,14963600
2023-08-23,9.190000,9.330000,9.190000,9.240000,9.240000,10358900
2023-08-24,9.380000,9.460000,9.060000,9.370000,9.370000,20443900
2023-08-25,9.390000,9.410000,9.000000,9.250000,9.250000,19434900
2023-08-28,9.340000,9.550000,9.325000,9.450000,9.450000,11979100
2023-08-29,9.480000,9.900000,9.425000,9.890000,9.890000,18276500
2023-08-30,9.820000,10.170000,9.750000,10.120000,10.120000,30608900
2023-08-31,10.130000,10.440000,10.130000,10.350000,10.350000,20863600
2023-09-01,10.410000,10.540000,10.310000,10.440000,10.440000,17965900
2023-09-05,10.270000,10.600000,10.230000,10.460000,10.460000,20595200
2023-09-06,10.270000,10.290000,9.570000,9.630000,9.630000,40061400
2023-09-07,9.450000,9.820000,9.415000,9.720000,9.720000,17158300
2023-09-08,9.680000,9.740000,9.390000,9.390000,9.390000,21002100
2023-09-11,9.480000,9.635000,9.430000,9.440000,9.440000,16848000
2023-09-12,9.360000,9.630000,9.360000,9.580000,9.580000,13528600
2023-09-13,9.490000,9.538000,9.280000,9.290000,9.290000,12832400
2023-09-14,9.365000,9.400000,9.150000,9.160000,9.160000,12847600
2023-09-15,9.190000,9.245000,9.040000,9.160000,9.160000,16278400
2023-09-18,9.080000,9.100000,8.810000,8.890000,8.890000,20619800
2023-09-19,8.820000,9.005000,8.620000,9.000000,9.000000,20100200
2023-09-20,9.060000,9.379000,8.950000,9.030000,9.030000,24692100
2023-09-21,8.860000,8.975000,8.610000,8.630000,8.630000,21584200
2023-09-22,8.720000,8.885000,8.670000,8.690000,8.690000,11432500
2023-09-25,8.600000,8.710000,8.550000,8.600000,8.600000,10074700
2023-09-26,8.430000,8.490000,8.280000,8.340000,8.340000,25839900
2023-09-27,8.390000,8.610000,8.370000,8.490000,8.490000,14303900
2023-09-28,8.420000,8.655000,8.340000,8.560000,8.560000,16715400
2023-09-29,8.740000,8.930000,8.670000,8.910000,8.910000,21149800
2023-10-02,8.870000,8.915000,8.560000,8.740000,8.740000,15763200
2023-10-03,8.580000,8.768000,8.470000,8.540000,8.540000,17300000
2023-10-04,8.560000,8.720000,8.500000,8.690000,8.690000,16226500
2023-10-05,8.660000,8.840000,8.550000,8.740000,8.740000,11503400
2023-10-06,8.570000,8.640000,8.395000,8.630000,8.630000,22557900
2023-10-09,8.540000,8.680000,8.500000,8.610000,8.610000,13059800
2023-10-10,8.700000,9.110000,8.660000,8.820000,8.820000,22342600
2023-10-11,8.850000,9.130000,8.820000,9.110000,9.110000,18773800
2023-10-12,9.060000,9.330000,9.010000,9.110000,9.110000,29718200
2023-10-13,9.100000,9.140000,8.670000,8.680000,8.680000,27893000
2023-10-16,9.020000,9.750000,8.960000,9.720000,9.720000,56297800
2023-10-17,9.560000,9.770000,9.540000,9.690000,9.690000,24836000
